10 4.64166 4.64166 2 1 0
10.0386 4.65069 4.65069 1 1 0
10.0585 4.65237 4.65237 1 1 0
10.0784 4.65405 4.65405 1 1 0
10.0984 4.65572 4.65572 1 1 0
10.1183 4.65739 4.65739 1 1 0
10.1382 4.65906 4.65906 1 1 0
10.1581 4.66073 4.66073 1 1 0
10.1781 4.66239 4.66239 1 1 0
10.198 4.66405 4.66405 1 1 0
10.2179 4.66571 4.66571 1 1 0
10.2379 4.66736 4.66736 1 1 0
10.2578 4.66901 4.66901 1 1 0
10.2777 4.67066 4.67066 1 1 0
10.2977 4.6723 4.6723 1 1 0
10.3176 4.67394 4.67394 1 1 0
10.3375 4.67558 4.67558 1 1 0
10.3575 4.67721 4.67721 1 1 0
10.3774 4.67884 4.67884 1 1 0
10.3973 4.68047 4.68047 1 1 0
10.4173 4.68209 4.68209 1 1 0
10.4372 4.68371 4.68371 1 1 0
10.4571 4.68533 4.68533 1 1 0
10.4771 4.68695 4.68695 1 1 0
10.497 4.68856 4.68856 1 1 0
10.5169 4.69017 4.69017 1 1 0
10.5369 4.69178 4.69178 1 1 0
10.5568 4.69338 4.69338 1 1 0
10.5767 4.69498 4.69498 1 1 0
10.5967 4.69658 4.69658 1 1 0
10.6166 4.69817 4.69817 1 1 0
10.6366 4.69976 4.69976 1 1 0
10.6565 4.70135 4.70135 1 1 0
10.6764 4.70294 4.70294 1 1 0
10.6964 4.70452 4.70452 1 1 0
10.7163 4.7061 4.7061 1 1 0
10.7362 4.70768 4.70768 1 1 0
10.7562 4.70925 4.70925 1 1 0
10.7761 4.71082 4.71082 1 1 0
10.7961 4.71239 4.71239 1 1 0
10.816 4.71395 4.71395 1 1 0
10.8359 4.71552 4.71552 1 1 0
10.8559 4.71708 4.71708 1 1 0
10.8758 4.71863 4.71863 1 1 0
10.8957 4.72019 4.72019 1 1 0
10.9157 4.72174 4.72174 1 1 0
10.9356 4.72329 4.72329 1 1 0
10.9556 4.72483 4.72483 1 1 0
10.9755 4.72637 4.72637 1 1 0
10.9954 4.72791 4.72791 1 1 0
11.0154 4.72945 4.72945 1 1 0
11.0353 4.73099 4.73099 1 1 0
11.0553 4.73252 4.73252 1 1 0
11.0752 4.73405 4.73405 1 1 0
11.0952 4.73557 4.73557 1 1 0
11.1151 4.7371 4.7371 1 1 0
11.135 4.73862 4.73862 1 1 0
11.155 4.74014 4.74014 1 1 0
11.1749 4.74165 4.74165 1 1 0
11.1949 4.74316 4.74316 1 1 0
11.2148 4.74467 4.74467 1 1 0
11.2348 4.74618 4.74618 1 1 0
11.2547 4.74769 4.74769 1 1 0
11.2746 4.74919 4.74919 1 1 0
11.2946 4.75069 4.75069 1 1 0
11.3145 4.75218 4.75218 1 1 0
11.3345 4.75368 4.75368 1 1 0
11.3544 4.75517 4.75517 1 1 0
11.3744 4.75666 4.75666 1 1 0
11.3943 4.75815 4.75815 1 1 0
11.4142 4.75963 4.75963 1 1 0
11.4342 4.76111 4.76111 1 1 0
11.4541 4.76259 4.76259 1 1 0
11.4741 4.76407 4.76407 1 1 0
11.494 4.76554 4.76554 1 1 0
11.514 4.76701 4.76701 1 1 0
11.5339 4.76848 4.76848 1 1 0
11.5539 4.76995 4.76995 1 1 0
11.5738 4.77141 4.77141 1 1 0
11.5938 4.77287 4.77287 1 1 0
11.6137 4.77433 4.77433 1 1 0
11.6337 4.77578 4.77578 1 1 0
11.6536 4.77724 4.77724 1 1 0
11.6735 4.77869 4.77869 1 1 0
11.6935 4.78014 4.78014 1 1 0
11.7134 4.78158 4.78158 1 1 0
11.7334 4.78303 4.78303 1 1 0
11.7533 4.78447 4.78447 1 1 0
11.7733 4.78591 4.78591 1 1 0
11.7932 4.78735 4.78735 1 1 0
11.8132 4.78878 4.78878 1 1 0
11.8331 4.79021 4.79021 1 1 0
11.8531 4.79164 4.79164 1 1 0
11.873 4.79307 4.79307 1 1 0
11.893 4.79449 4.79449 1 1 0
11.9129 4.79592 4.79592 1 1 0
11.9329 4.79734 4.79734 1 1 0
11.9528 4.79875 4.79875 1 1 0
11.9728 4.80017 4.80017 1 1 0
11.9927 4.80158 4.80158 1 1 0
